row_id,ticker,company,entry_date,exit_date,era,instrument,exit_kind,exit_reason,sheet_return_pct,reconciled,note
155,RWM,RUSSELL SHORT ETF,2020-02-14,2020-06-18,DAYTRADE_2019_2020,ETF_HEDGE,DECISION,ALERT,1.0,0,NOW AT YELLOW ALERT
164,RWM,RUSSELL SHORT ETF,2020-04-13,2021-02-03,DAYTRADE_2019_2020,ETF_HEDGE,DECISION,UNKNOWN,-49.0,0,HEDGE - Open 11:27AM / Closed 3:30PM
174,RWM,RUSSELL SHORT ETF,2021-01-05,2021-11-30,MODERN_LONG,ETF_HEDGE,DECISION,UNKNOWN,-15.0,0,HEDGE - Open 12:50PM
166,SAEX,SAExploration (Short),2020-04-22,2020-04-27,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,16.0,0,Open 2:05PM / Closed 1:40PM
147,SES,Synthesis Energy Systems,2019-10-15,2019-12-14,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,62.0,0,
68,SH,Short S&P ETF ***,2016-04-28,2017-10-11,SHORT_BOOK_2014_2016,ETF_HEDGE,BATCH,UNKNOWN,-22.0,0,
83,SHOP,Shopify,2016-04-28,2017-02-09,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,-72.0,0,
209,SMCI,Super Micro (Short),2024-02-16,2024-09-27,MODERN_LONG,SHORT_EQUITY,DECISION,UNKNOWN,49.0,0,https://www.youtube.com/watch?v=RL95M1oYqp8 @ 31:09
111,SMSI,Smith Micro,2017-10-04,2017-10-11,LONG_MICROCAP_2017_2018,LONG_EQUITY,BATCH,ZTRATA_ZAJMU,29.0,0,https://tinyurl.com/2017Q2SMSI - PAUSED to focus on AEHR [4]
117,SMSI,Smith Micro,2017-11-08,2020-02-08,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UKLID,255.0,0,Only closed because I already have two additional SMSI positions open
119,SMSI,Smith Micro,2018-01-12,2020-02-08,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UNKNOWN,141.0,0,Click link for my write-up / thoughts [5]
120,SMSI,Smith Micro,2018-03-05,2019-03-27,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UNKNOWN,73.0,0,Buying SMSI Report
143,SMSI,Smith Micro,2019-09-16,2020-03-11,DAYTRADE_2019_2020,LONG_EQUITY,BATCH,UNKNOWN,1.0,0,
152,SMSI,Smith Micro,2019-10-31,2020-03-11,DAYTRADE_2019_2020,LONG_EQUITY,BATCH,UNKNOWN,6.0,1,
186,SMSI,Smith Micro #2,2021-03-12,2024-09-17,MODERN_LONG,LONG_EQUITY,BATCH,UNKNOWN,-86.0,1,Open 12:15PM
201,SMSI,Smith Micro,2023-03-20,2023-08-11,MODERN_LONG,LONG_EQUITY,DECISION,RR_PRAVIDLO,70.0,1,Bought more as a trade. Sold the trading shares for a nice profit.
165,SNES,SenesTech (Short),2020-04-22,2020-04-30,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,16.0,0,Open 2:05PM / Closed 6PM
137,SOLO,Electrameccannica (FUV hedge),2019-04-01,2019-05-02,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,-15.0,0,
139,SOLY,Solitron,2019-05-29,2019-06-17,DAYTRADE_2019_2020,SHORT_EQUITY,DECISION,UNKNOWN,21.0,0,
99,SSNI,Silver Spring Networks,2017-05-22,2018-01-02,LONG_MICROCAP_2017_2018,LONG_EQUITY,ACQUIRED,AKVIZICE,62.0,0,Acquired :^)
40,STKS,The ONE Group,2014-11-20,2015-06-22,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-18.0,1,
168,SUMR,Summer Infant,2020-06-26,2021-03-22,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,173.0,0,Open 11:20AM / Closed 11:00AM
36,SWI,Solarwinds,2014-09-11,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,36.0,0,
192,See Notes,Short Basket,2022-03-08,2022-03-16,MODERN_LONG,BASKET,DECISION,UNKNOWN,4.0,0,From the March 8 LIVE
146,TAST,Carrol's Restaurant Group,2019-10-03,2020-01-13,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,-11.0,0,
110,TCMD,Tactile Systems,2017-09-29,2017-11-01,LONG_MICROCAP_2017_2018,SHORT_EQUITY,DECISION,RR_PRAVIDLO,13.0,0,"More downside possible, but fell a lot quickly. Revist on a bounce. [3]"
71,TEDU,Terena Intl,2016-04-28,2017-05-12,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,-75.0,0,
42,TIVO,TiVo,2014-12-26,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-23.0,0,
123,TPCS,TechPrecision,2018-08-13,2020-03-11,LONG_MICROCAP_2017_2018,LONG_EQUITY,BATCH,UNKNOWN,67.0,0,
148,TPCS,TechPrecision,2019-10-15,2020-11-12,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,-3.0,0,
182,TPCS,Techprecision,2021-02-04,2024-02-16,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,-37.0,1,Open 11:45AM
197,TPCS,Techprecision,2022-09-14,2024-02-16,MODERN_LONG,LONG_EQUITY,DECISION,UKLID,-40.0,1,Should only have one TPCS entry (the other is below) 2/16
206,TPCS,Techprecision,2023-09-08,2025-01-03,MODERN_LONG,LONG_EQUITY,BATCH,UNKNOWN,-46.0,1,"""Super Mega Buy""! (StockTwits 10:50AM)"
227,TPCS,Techprecision,2025-08-01,,MODERN_LONG,LONG_EQUITY,STILL_OPEN,,37.0,1,1/9/26 -- Trump pushing for more defense spending.
219,TSSI,TSS Inc.,2024-07-10,2025-05-02,MODERN_LONG,LONG_EQUITY,DECISION,RR_PRAVIDLO,255.0,1,2/11/25 -- R/R rules say get out around $18-20 !
225,TSSI,TSS Inc.,2025-05-23,2025-06-06,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,59.0,1,"8/12/26 - Bought some as a trade for tomorrow's earnings. Street looks too low, but IDK for sure."
21,TUES,Tuesday Morning Corp.,2014-06-17,2015-06-10,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,25.0,0,
100,USAT,USA Technologies,2017-06-27,2017-09-19,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UKLID,5.0,0,Closing the double bookmark
102,USAT,USA Technologies,2017-08-09,2017-09-29,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UKLID,18.0,0,Switching interest from USAT to USATP.
125,USAT,USA Technologies,2019-02-07,2019-05-21,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,86.0,0,
133,USAT,USAT Sept 2.5 Puts,2019-03-06,2019-09-20,DAYTRADE_2019_2020,OPTION,DECISION,RR_PRAVIDLO,100.0,0,Expired worthless. 100% profit!
144,USAT,USA Technologies,2019-09-23,2019-09-25,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,15.0,0,
75,VIPS,Vipshop,2016-04-28,2017-05-12,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,-8.0,0,
43,VMW,VMWare,2015-01-08,2015-10-16,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,14.0,0,
41,VRNS,Varonis,2014-12-18,2016-04-25,SHORT_BOOK_2014_2016,LONG_EQUITY,BATCH,UNKNOWN,-29.0,1,
175,VTSI,Virtra *,2021-01-07,2021-03-30,MODERN_LONG,LONG_EQUITY,DECISION,RR_PRAVIDLO,147.0,1,Open 10:00AM / Profits (R/R) @ 9 / Back in at 5 !!
176,VTSI,Virtra,2021-04-07,2021-10-11,MODERN_LONG,LONG_EQUITY,DECISION,RR_PRAVIDLO,129.0,1,$5 reentry (see entry above)... R/R @ 11.45
177,VTSI,Virtra,2021-11-24,2023-12-04,MODERN_LONG,LONG_EQUITY,DECISION,RR_PRAVIDLO,24.0,1,Stock Talk LIVE Friday. Taking some profits (bought more on 11/10/23).
208,VTSI,Virtra,2023-11-10,2024-02-15,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,150.0,1,Added more LIVE on Nov 10 (already in EZ Money)
213,VTSI,Virtra,2024-04-26,,MODERN_LONG,LONG_EQUITY,STILL_OPEN,,-75.0,1,1/9/26 -- IVAS showing progress; could be good for VTSI's recoil kits.
105,VUZI,Vuzix,2017-08-15,2017-09-13,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,TEZE_SE_ZLOMILA,1.0,1,Unresponsive partners & shaky execution. I wish them luck.
190,VWTR,Vidler Water Resources,2021-12-08,2022-05-23,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,30.0,0,Open 1PM (YouTube LIVE) / Closed 3:30 (StockTwits)
229,WATT,Energous,2026-03-27,2026-08-12,MODERN_LONG,LONG_EQUITY,DECISION,UNKNOWN,27.0,1,8/13/26 - Speaking with Mgt tomorrow AM.
170,WTRH,WAITR Holdings *,2020-07-10,2020-07-22,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,RR_PRAVIDLO,47.0,0,YouTube @ 12:30PM / Took profits (Risk/Reward) @ $5!
171,WTRH,WAITR Holdings,2020-07-10,2021-10-13,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,-64.0,0,"Remainder after taking profits (see above) / Closed @ 12""07"
70,XBI,Biotech ETF,2016-04-28,2017-10-11,SHORT_BOOK_2014_2016,ETF_HEDGE,BATCH,UNKNOWN,-58.0,0,
193,XLY,Consumer Discretionary,2022-03-16,2022-04-25,MODERN_LONG,ETF_HEDGE,DECISION,UNKNOWN,0.0,0,HEDGE - Open 12:20PM
58,XXII,22nd Century Group,2015-07-16,2016-08-29,SHORT_BOOK_2014_2016,LONG_EQUITY,DECISION,UNKNOWN,29.0,1,
113,XXII,22ND Century Group,2017-10-09,2018-05-09,LONG_MICROCAP_2017_2018,LONG_EQUITY,DECISION,UNKNOWN,-14.0,1,10/16: Chardan $11.50 Target / 10/17: CVI Investments buys 6%
35,ZAGG,Zagg,2014-09-11,2016-05-18,SHORT_BOOK_2014_2016,SHORT_EQUITY,DECISION,UNKNOWN,3.0,0,
8,ZDPY,Zoned properties,2014-06-05,2015-06-10,SHORT_BOOK_2014_2016,SHORT_EQUITY,BATCH,UNKNOWN,58.0,0,
142,ZYXI,Zynex,2019-09-12,2020-03-11,DAYTRADE_2019_2020,LONG_EQUITY,BATCH,UNKNOWN,31.0,0,
149,ZYXI,Zynex,2019-10-22,2020-03-11,DAYTRADE_2019_2020,LONG_EQUITY,BATCH,UNKNOWN,18.0,0,
151,ZYXI,Zynex,2019-10-30,2020-05-08,DAYTRADE_2019_2020,LONG_EQUITY,DECISION,UNKNOWN,129.0,0,
